"PLEASE DO NOT ADD OR REMOVE COLUMNS. IF COLUMN DOES NOT APPLY, LEAVE EMPTY",,,,,,,,
,compound_name,Chebi-ID,compartment,typical_value,min,max,N_replications,comment
