"PLEASE DO NOT ADD, REMOVE OR EDIT COLUMNS. IF COLUMN DOES NOT APPLY, LEAVE EMPTY",,,,,,,,
,Compound,Chebi_ID,time_step,typical_value,min,max,N_replications,comment
