"PLEASE DO NOT ADD OR REMOVE COLUMNS. IF COLUMN DOES NOT APPLY, LEAVE EMPTY",,,,,,,,
,compound_name,ChEBI_ID,compartment,time_step,average,standard_deviation,N_replications,comment
