"PLEASE DO NOT ADD, REMOVE OR EDIT COLUMNS. IF COLUMN DOES NOT APPLY, LEAVE EMPTY",,,,,,,
,CellCycle_phase,time_step,typical_value,min,max,N_replications,comment
